interaction_id,customer_id,interaction_type,datetime,notes
275,79,Email,2025-07-12 00:44:16,Xác nhận tồn kho và thời gian giao hàng
276,79,Meeting,2025-07-31 21:31:25,Tư vấn combo dưỡng da
277,79,Chat,2025-03-06 19:33:04,Gửi mã giảm giá 10% cho đơn đầu tiên
278,79,Meeting,2025-07-27 13:46:51,Xác nhận tồn kho và thời gian giao hàng
279,79,Email,2025-04-09 06:56:50,Tư vấn combo dưỡng da
280,80,Meeting,2024-02-24 05:26:59,Hỏi tình trạng da và gợi ý routine
281,81,Call,2025-06-14 00:03:59,Gửi mã giảm giá 10% cho đơn đầu tiên
282,81,Email,2025-06-20 06:52:22,Phản hồi trải nghiệm sau khi mua
283,81,Email,2025-08-20 13:17:38,Tư vấn combo dưỡng da
284,81,Chat,2025-07-08 15:29:21,Giới thiệu sản phẩm mới ra mắt
285,81,Email,2025-07-28 16:23:14,Gửi mã giảm giá 10% cho đơn đầu tiên
286,81,Chat,2025-07-20 07:24:33,Hỏi tình trạng da và gợi ý routine
287,82,Call,2025-10-08 21:44:00,Tư vấn combo dưỡng da
288,82,Chat,2025-08-21 08:57:07,Xác nhận tồn kho và thời gian giao hàng
289,82,Chat,2025-10-04 14:16:07,Gửi mã giảm giá 10% cho đơn đầu tiên
290,83,Call,2025-10-09 07:27:00,Giới thiệu sản phẩm mới ra mắt
291,83,Call,2025-06-03 21:15:58,Hỏi tình trạng da và gợi ý routine
292,83,Social Media,2025-06-17 15:19:04,Giới thiệu sản phẩm mới ra mắt
293,84,Chat,2023-03-21 10:21:05,Hỏi tình trạng da và gợi ý routine
294,84,Call,2023-06-04 18:23:34,Gửi mã giảm giá 10% cho đơn đầu tiên
295,84,Web,2023-08-10 11:36:07,hành_động='Thêm vào giỏ hàng'; sản_phẩm='Nước hoa hồng'; thương_hiệu='Silky'; từ_khóa='chống nắng'
296,84,Meeting,2023-06-09 02:20:47,Gửi mã giảm giá 10% cho đơn đầu tiên
297,84,Call,2023-08-04 15:28:00,Hỏi tình trạng da và gợi ý routine
298,85,Email,2024-01-29 20:34:30,Xác nhận tồn kho và thời gian giao hàng
299,85,Web,2024-04-03 01:12:24,hành_động='Xem sản phẩm'; sản_phẩm='Mặt nạ đất sét'; thương_hiệu='GlowMe'; từ_khóa='dưỡng ẩm'
300,86,Email,2024-07-29 01:06:35,Hỏi tình trạng da và gợi ý routine
301,86,Email,2025-03-01 04:33:34,Tư vấn combo dưỡng da
302,86,Social Media,2024-09-26 08:56:02,Giới thiệu sản phẩm mới ra mắt
303,86,Chat,2024-10-19 03:35:39,Phản hồi trải nghiệm sau khi mua
304,86,Meeting,2025-03-02 00:07:12,Hỏi tình trạng da và gợi ý routine
305,87,Social Media,2024-08-10 05:57:06,Phản hồi trải nghiệm sau khi mua
306,87,Call,2024-06-10 08:43:40,Gửi mã giảm giá 10% cho đơn đầu tiên
307,87,Chat,2024-08-27 18:20:30,Tư vấn combo dưỡng da
308,87,Email,2024-09-12 20:56:01,Gửi mã giảm giá 10% cho đơn đầu tiên
309,87,Chat,2024-07-08 17:55:40,Tư vấn combo dưỡng da
310,88,Social Media,2025-06-18 01:52:34,Gửi mã giảm giá 10% cho đơn đầu tiên
311,88,Chat,2025-10-09 02:46:00,Hỏi tình trạng da và gợi ý routine
312,88,Email,2025-08-18 09:02:49,Hỏi tình trạng da và gợi ý routine
313,88,Social Media,2025-06-21 10:07:09,Giới thiệu sản phẩm mới ra mắt
314,88,Chat,2025-09-16 15:09:05,Giới thiệu sản phẩm mới ra mắt
315,88,Chat,2025-10-09 03:29:00,Phản hồi trải nghiệm sau khi mua
316,89,Meeting,2023-09-17 05:25:24,Phản hồi trải nghiệm sau khi mua
317,89,Web,2023-07-29 22:56:22,hành_động='Bỏ vào danh sách quan tâm'; sản_phẩm='Serum Vitamin C'; thương_hiệu='AquaSkin'; từ_khóa='trị mụn'
318,89,Web,2023-05-30 17:48:05,hành_động='Xem sản phẩm'; sản_phẩm='Kem chống nắng SPF50'; thương_hiệu='Silky'; từ_khóa='trắng da'
319,89,Call,2023-06-06 05:03:41,Giới thiệu sản phẩm mới ra mắt
320,89,Meeting,2023-05-02 12:41:27,Hỏi tình trạng da và gợi ý routine
321,89,Chat,2023-07-21 02:07:16,Gửi mã giảm giá 10% cho đơn đầu tiên
322,90,Chat,2024-05-21 15:37:57,Phản hồi trải nghiệm sau khi mua
323,91,Chat,2025-10-09 10:03:00,Xác nhận tồn kho và thời gian giao hàng
324,91,Email,2025-10-09 09:56:00,Gửi mã giảm giá 10% cho đơn đầu tiên
325,91,Call,2025-10-09 02:44:00,Gửi mã giảm giá 10% cho đơn đầu tiên
326,91,Chat,2025-10-09 04:03:00,Giới thiệu sản phẩm mới ra mắt
327,92,Call,2023-08-22 03:16:04,Xác nhận tồn kho và thời gian giao hàng
328,93,Social Media,2025-01-03 13:21:03,Gửi mã giảm giá 10% cho đơn đầu tiên
329,93,Chat,2024-11-29 10:51:26,Giới thiệu sản phẩm mới ra mắt
330,93,Email,2025-01-22 13:48:32,Tư vấn combo dưỡng da
331,93,Email,2025-07-21 03:31:28,Gửi mã giảm giá 10% cho đơn đầu tiên
332,93,Web,2025-04-23 06:31:37,hành_động='Tìm kiếm từ khóa'; sản_phẩm='Toner làm dịu'; thương_hiệu='AquaSkin'; từ_khóa='dưỡng ẩm'
333,94,Chat,2024-09-27 01:19:18,Hỏi tình trạng da và gợi ý routine
334,94,Chat,2024-04-15 03:47:10,Tư vấn combo dưỡng da
335,94,Call,2024-10-25 04:41:05,Hỏi tình trạng da và gợi ý routine
336,94,Email,2024-07-31 08:54:23,Hỏi tình trạng da và gợi ý routine
337,94,Web,2024-03-28 09:27:34,hành_động='Xem sản phẩm'; sản_phẩm='Sữa rửa mặt dịu nhẹ'; thương_hiệu='AquaSkin'; từ_khóa='chống nắng'
338,95,Chat,2025-04-29 17:48:05,Xác nhận tồn kho và thời gian giao hàng
339,95,Chat,2025-10-09 07:01:00,Tư vấn combo dưỡng da
340,96,Email,2024-01-06 08:36:37,Tư vấn combo dưỡng da
341,96,Email,2024-01-22 09:32:25,Phản hồi trải nghiệm sau khi mua
342,97,Call,2023-10-10 10:45:04,Hỏi tình trạng da và gợi ý routine
343,97,Meeting,2023-10-31 00:14:23,Xác nhận tồn kho và thời gian giao hàng
344,97,Web,2024-01-26 11:50:54,hành_động='Thanh toán thất bại'; sản_phẩm='Kem chống nắng SPF50'; thương_hiệu='PureLeaf'; từ_khóa='da nhạy cảm'
345,98,Social Media,2024-09-24 09:47:45,Xác nhận tồn kho và thời gian giao hàng
346,98,Social Media,2025-01-18 00:54:11,Hỏi tình trạng da và gợi ý routine
347,98,Chat,2024-06-15 22:04:46,Tư vấn combo dưỡng da
348,98,Web,2024-08-08 22:56:55,hành_động='Xóa khỏi giỏ hàng'; sản_phẩm='Serum Vitamin C'; thương_hiệu='PureLeaf'; từ_khóa='trắng da'
349,99,Chat,2024-05-11 18:04:15,Giới thiệu sản phẩm mới ra mắt
350,99,Call,2024-10-26 16:49:03,Giới thiệu sản phẩm mới ra mắt
351,99,Social Media,2024-07-20 21:24:43,Hỏi tình trạng da và gợi ý routine
352,99,Social Media,2024-09-09 18:48:36,Giới thiệu sản phẩm mới ra mắt
353,99,Meeting,2024-03-24 05:29:43,Phản hồi trải nghiệm sau khi mua
354,99,Web,2024-10-31 14:20:33,hành_động='Bỏ vào danh sách quan tâm'; sản_phẩm='Kem chống nắng SPF50'; thương_hiệu='Lumi'; từ_khóa='da nhạy cảm'
355,100,Social Media,2024-09-12 00:05:32,Hỏi tình trạng da và gợi ý routine
356,100,Email,2024-01-16 04:55:45,Tư vấn combo dưỡng da
357,100,Meeting,2024-07-17 19:20:47,Gửi mã giảm giá 10% cho đơn đầu tiên
358,100,Call,2024-08-12 21:43:12,Giới thiệu sản phẩm mới ra mắt
359,101,Chat,2023-11-23 12:36:36,Giới thiệu sản phẩm mới ra mắt
360,101,Email,2023-12-12 03:22:57,Xác nhận tồn kho và thời gian giao hàng
361,101,Chat,2023-11-09 23:38:17,Phản hồi trải nghiệm sau khi mua
362,101,Call,2024-04-10 03:49:25,Hỏi tình trạng da và gợi ý routine
363,102,Meeting,2025-10-02 10:08:15,Giới thiệu sản phẩm mới ra mắt
364,102,Call,2025-10-09 11:54:00,Gửi mã giảm giá 10% cho đơn đầu tiên
365,103,Meeting,2023-11-10 02:32:00,Xác nhận tồn kho và thời gian giao hàng
366,103,Meeting,2023-03-12 03:12:56,Tư vấn combo dưỡng da
367,103,Email,2023-08-27 01:20:28,Hỏi tình trạng da và gợi ý routine
368,103,Web,2023-06-21 13:32:52,hành_động='Xem sản phẩm'; sản_phẩm='Sữa rửa mặt dịu nhẹ'; thương_hiệu='AquaSkin'; từ_khóa='dưỡng ẩm'
369,103,Web,2023-04-01 00:22:46,hành_động='Xóa khỏi giỏ hàng'; sản_phẩm='Nước hoa hồng'; thương_hiệu='PureLeaf'; từ_khóa='chống nắng'
370,103,Web,2023-07-21 08:25:11,hành_động='Xóa khỏi giỏ hàng'; sản_phẩm='Kem dưỡng ẩm ban đêm'; thương_hiệu='AquaSkin'; từ_khóa='dưỡng ẩm'
371,104,Social Media,2025-01-11 00:52:36,Phản hồi trải nghiệm sau khi mua
372,104,Call,2024-08-21 00:46:49,Tư vấn combo dưỡng da
373,104,Call,2024-09-26 18:08:11,Hỏi tình trạng da và gợi ý routine
374,104,Email,2025-01-25 15:25:48,Hỏi tình trạng da và gợi ý routine
375,104,Email,2024-07-13 20:21:45,Gửi mã giảm giá 10% cho đơn đầu tiên
376,104,Social Media,2024-06-12 14:15:54,Xác nhận tồn kho và thời gian giao hàng
377,105,Meeting,2024-01-03 09:43:55,Hỏi tình trạng da và gợi ý routine
378,105,Call,2023-11-15 00:05:20,Giới thiệu sản phẩm mới ra mắt
379,105,Chat,2023-12-17 14:32:40,Phản hồi trải nghiệm sau khi mua
380,106,Meeting,2025-09-17 17:43:14,Giới thiệu sản phẩm mới ra mắt
381,107,Call,2025-10-09 03:56:00,Hỏi tình trạng da và gợi ý routine
382,107,Web,2025-09-23 19:57:04,hành_động='Bắt đầu thanh toán'; sản_phẩm='Mặt nạ đất sét'; thương_hiệu='GlowMe'; từ_khóa='trị mụn'
383,107,Social Media,2025-05-28 08:25:01,Hỏi tình trạng da và gợi ý routine
384,107,Social Media,2025-10-09 08:23:00,Giới thiệu sản phẩm mới ra mắt
385,107,Chat,2025-10-09 05:24:00,Giới thiệu sản phẩm mới ra mắt
386,107,Social Media,2025-07-10 03:45:41,Giới thiệu sản phẩm mới ra mắt
387,108,Web,2025-10-09 11:43:00,hành_động='Tìm kiếm từ khóa'; sản_phẩm='Mặt nạ đất sét'; thương_hiệu='Silky'; từ_khóa='son lì'
388,108,Web,2025-10-09 01:57:00,hành_động='Tìm kiếm từ khóa'; sản_phẩm='Mặt nạ đất sét'; thương_hiệu='Lumi'; từ_khóa='son lì'
389,108,Chat,2025-10-09 07:44:00,Tư vấn combo dưỡng da
390,108,Call,2025-10-09 11:06:00,Giới thiệu sản phẩm mới ra mắt
391,108,Chat,2025-10-05 20:27:27,Xác nhận tồn kho và thời gian giao hàng
392,108,Social Media,2025-10-09 00:19:00,Gửi mã giảm giá 10% cho đơn đầu tiên
393,109,Meeting,2025-10-09 01:07:00,Tư vấn combo dưỡng da
394,109,Web,2025-10-08 23:58:00,hành_động='Xóa khỏi giỏ hàng'; sản_phẩm='Kem chống nắng SPF50'; thương_hiệu='Silky'; từ_khóa='son lì'
395,109,Chat,2025-10-09 05:01:00,Gửi mã giảm giá 10% cho đơn đầu tiên
396,109,Meeting,2025-09-21 11:26:16,Hỏi tình trạng da và gợi ý routine
397,109,Meeting,2025-10-08 22:38:00,Gửi mã giảm giá 10% cho đơn đầu tiên
398,109,Call,2025-10-09 04:14:00,Phản hồi trải nghiệm sau khi mua
399,110,Meeting,2025-04-12 05:48:24,Phản hồi trải nghiệm sau khi mua
400,110,Meeting,2024-09-28 20:06:18,Xác nhận tồn kho và thời gian giao hàng
401,110,Call,2024-09-24 10:32:24,Giới thiệu sản phẩm mới ra mắt
402,110,Chat,2024-12-17 20:21:01,Hỏi tình trạng da và gợi ý routine
403,111,Email,2024-12-26 11:57:11,Gửi mã giảm giá 10% cho đơn đầu tiên
404,111,Web,2024-06-21 23:57:16,hành_động='Bỏ vào danh sách quan tâm'; sản_phẩm='Tẩy trang micellar'; thương_hiệu='PureLeaf'; từ_khóa='dưỡng ẩm'
405,111,Email,2025-01-16 04:44:28,Xác nhận tồn kho và thời gian giao hàng
406,112,Web,2025-10-08 22:01:00,hành_động='Xem sản phẩm'; sản_phẩm='Nước hoa hồng'; thương_hiệu='GlowMe'; từ_khóa='chống nắng'
407,112,Web,2025-09-06 00:00:57,hành_động='Bắt đầu thanh toán'; sản_phẩm='Serum Vitamin C'; thương_hiệu='AquaSkin'; từ_khóa='son lì'
408,112,Chat,2025-10-09 00:17:00,Hỏi tình trạng da và gợi ý routine
409,112,Meeting,2025-10-08 22:52:00,Xác nhận tồn kho và thời gian giao hàng
410,112,Chat,2025-10-08 22:35:00,Xác nhận tồn kho và thời gian giao hàng
411,113,Call,2025-06-14 08:18:33,Phản hồi trải nghiệm sau khi mua
412,113,Call,2025-05-22 22:07:00,Tư vấn combo dưỡng da
413,113,Social Media,2025-09-02 14:08:26,Phản hồi trải nghiệm sau khi mua
414,113,Meeting,2025-06-18 20:05:31,Hỏi tình trạng da và gợi ý routine
415,113,Chat,2025-05-09 04:46:30,Xác nhận tồn kho và thời gian giao hàng
416,114,Meeting,2025-09-10 15:21:10,Tư vấn combo dưỡng da
417,114,Email,2025-10-09 10:24:00,Gửi mã giảm giá 10% cho đơn đầu tiên
418,114,Meeting,2025-08-31 18:26:31,Phản hồi trải nghiệm sau khi mua
419,114,Chat,2025-10-09 11:02:00,Tư vấn combo dưỡng da
420,115,Chat,2025-03-06 23:39:50,Phản hồi trải nghiệm sau khi mua
421,115,Call,2025-01-17 21:18:05,Hỏi tình trạng da và gợi ý routine
422,115,Email,2025-02-26 15:36:30,Giới thiệu sản phẩm mới ra mắt
423,115,Web,2025-03-13 22:16:17,hành_động='Xem sản phẩm'; sản_phẩm='Kem dưỡng ẩm ban đêm'; thương_hiệu='GlowMe'; từ_khóa='chống nắng'
424,115,Chat,2024-08-12 21:34:08,Xác nhận tồn kho và thời gian giao hàng
425,115,Social Media,2025-02-06 02:42:48,Hỏi tình trạng da và gợi ý routine
426,116,Call,2025-03-12 03:43:12,Phản hồi trải nghiệm sau khi mua
427,116,Meeting,2024-11-29 12:48:37,Tư vấn combo dưỡng da
428,116,Meeting,2024-10-10 01:07:44,Gửi mã giảm giá 10% cho đơn đầu tiên
429,116,Meeting,2024-11-25 10:32:33,Giới thiệu sản phẩm mới ra mắt
430,117,Meeting,2024-07-23 21:46:31,Giới thiệu sản phẩm mới ra mắt
431,117,Meeting,2024-07-27 12:38:50,Phản hồi trải nghiệm sau khi mua
432,117,Social Media,2024-09-08 23:52:06,Tư vấn combo dưỡng da
433,117,Web,2024-12-09 23:50:58,hành_động='Bỏ vào danh sách quan tâm'; sản_phẩm='Mặt nạ đất sét'; thương_hiệu='Silky'; từ_khóa='dưỡng ẩm'
434,117,Chat,2024-10-27 19:43:35,Xác nhận tồn kho và thời gian giao hàng
435,117,Call,2025-02-08 02:34:07,Tư vấn combo dưỡng da
436,118,Call,2024-11-27 13:00:34,Giới thiệu sản phẩm mới ra mắt
437,119,Chat,2024-09-03 16:18:58,Xác nhận tồn kho và thời gian giao hàng
438,119,Chat,2025-03-21 16:15:12,Tư vấn combo dưỡng da
439,119,Meeting,2024-10-27 13:35:27,Phản hồi trải nghiệm sau khi mua
440,119,Web,2024-08-07 18:25:50,hành_động='Bắt đầu thanh toán'; sản_phẩm='Serum Vitamin C'; thương_hiệu='PureLeaf'; từ_khóa='trắng da'
441,119,Social Media,2025-01-14 23:35:43,Giới thiệu sản phẩm mới ra mắt
442,119,Meeting,2025-04-06 15:47:45,Xác nhận tồn kho và thời gian giao hàng
443,120,Chat,2025-10-08 20:39:00,Xác nhận tồn kho và thời gian giao hàng
444,120,Email,2025-10-08 23:26:00,Hỏi tình trạng da và gợi ý routine
445,121,Web,2024-10-28 23:27:29,hành_động='Thêm vào giỏ hàng'; sản_phẩm='Kem chống nắng SPF50'; thương_hiệu='PureLeaf'; từ_khóa='son lì'
446,121,Call,2025-02-10 12:18:35,Xác nhận tồn kho và thời gian giao hàng
447,121,Chat,2025-01-24 13:29:02,Hỏi tình trạng da và gợi ý routine
448,122,Email,2023-09-04 16:42:55,Giới thiệu sản phẩm mới ra mắt
449,122,Chat,2023-08-28 19:15:54,Gửi mã giảm giá 10% cho đơn đầu tiên
450,122,Meeting,2023-12-15 23:30:02,Tư vấn combo dưỡng da
451,122,Email,2023-10-12 02:48:49,Hỏi tình trạng da và gợi ý routine
452,123,Call,2024-03-23 06:03:39,Xác nhận tồn kho và thời gian giao hàng
453,123,Call,2023-07-07 06:54:53,Phản hồi trải nghiệm sau khi mua
454,123,Social Media,2024-03-21 22:57:10,Gửi mã giảm giá 10% cho đơn đầu tiên
455,123,Web,2023-12-21 15:52:14,hành_động='Xem sản phẩm'; sản_phẩm='Kem dưỡng ẩm ban đêm'; thương_hiệu='Lumi'; từ_khóa='chống nắng'
456,123,Call,2023-11-08 01:48:35,Tư vấn combo dưỡng da
457,124,Web,2025-08-04 17:17:17,hành_động='Xóa khỏi giỏ hàng'; sản_phẩm='Mặt nạ đất sét'; thương_hiệu='AquaSkin'; từ_khóa='dưỡng ẩm'
458,124,Meeting,2025-10-09 07:47:00,Tư vấn combo dưỡng da
459,124,Web,2025-08-06 01:08:33,hành_động='Bỏ vào danh sách quan tâm'; sản_phẩm='Dầu gội phục hồi'; thương_hiệu='GlowMe'; từ_khóa='dưỡng ẩm'
460,124,Web,2025-09-22 13:12:06,hành_động='Xem sản phẩm'; sản_phẩm='Sữa rửa mặt dịu nhẹ'; thương_hiệu='Lumi'; từ_khóa='dưỡng ẩm'
461,124,Chat,2025-10-08 22:51:00,Hỏi tình trạng da và gợi ý routine
462,124,Chat,2025-07-12 22:08:43,Xác nhận tồn kho và thời gian giao hàng
463,125,Web,2025-07-27 22:21:22,hành_động='Xem sản phẩm'; sản_phẩm='Dầu gội phục hồi'; thương_hiệu='HerbaCare'; từ_khóa='da nhạy cảm'
464,126,Social Media,2023-12-29 03:47:57,Xác nhận tồn kho và thời gian giao hàng
465,126,Call,2023-12-12 06:29:24,Giới thiệu sản phẩm mới ra mắt
466,126,Web,2024-03-21 06:10:52,hành_động='Tìm kiếm từ khóa'; sản_phẩm='Son lì tông nude'; thương_hiệu='GlowMe'; từ_khóa='son lì'
467,127,Call,2025-01-07 01:41:53,Hỏi tình trạng da và gợi ý routine
468,127,Call,2025-08-16 21:52:53,Gửi mã giảm giá 10% cho đơn đầu tiên
469,128,Call,2024-03-28 12:42:12,Gửi mã giảm giá 10% cho đơn đầu tiên
470,128,Web,2023-10-04 17:37:14,hành_động='Bắt đầu thanh toán'; sản_phẩm='Mặt nạ đất sét'; thương_hiệu='PureLeaf'; từ_khóa='da nhạy cảm'
471,128,Chat,2024-03-09 22:08:04,Phản hồi trải nghiệm sau khi mua
472,129,Call,2023-07-24 14:13:54,Tư vấn combo dưỡng da
473,129,Web,2023-10-02 22:44:57,hành_động='Xóa khỏi giỏ hàng'; sản_phẩm='Sữa rửa mặt dịu nhẹ'; thương_hiệu='Lumi'; từ_khóa='trắng da'
474,129,Chat,2023-08-09 03:07:34,Giới thiệu sản phẩm mới ra mắt
475,130,Email,2025-04-27 15:05:48,Tư vấn combo dưỡng da
476,130,Email,2025-02-22 08:30:20,Phản hồi trải nghiệm sau khi mua
477,130,Meeting,2024-09-17 18:09:59,Giới thiệu sản phẩm mới ra mắt
478,130,Social Media,2025-02-16 16:58:30,Gửi mã giảm giá 10% cho đơn đầu tiên
479,130,Web,2024-10-25 01:17:23,hành_động='Bắt đầu thanh toán'; sản_phẩm='Serum Vitamin C'; thương_hiệu='PureLeaf'; từ_khóa='dưỡng ẩm'
480,130,Web,2024-12-16 05:33:16,hành_động='Thêm vào giỏ hàng'; sản_phẩm='Toner làm dịu'; thương_hiệu='HerbaCare'; từ_khóa='chống nắng'
481,131,Email,2025-05-29 17:52:56,Giới thiệu sản phẩm mới ra mắt
482,131,Social Media,2025-01-10 23:04:43,Phản hồi trải nghiệm sau khi mua
483,131,Email,2025-02-10 18:44:41,Giới thiệu sản phẩm mới ra mắt
484,131,Web,2024-12-28 22:32:17,hành_động='Xem chi tiết thương hiệu'; sản_phẩm='Son lì tông nude'; thương_hiệu='GlowMe'; từ_khóa='da nhạy cảm'
485,131,Social Media,2025-08-09 00:50:00,Xác nhận tồn kho và thời gian giao hàng
486,132,Web,2024-07-18 09:30:17,hành_động='Bắt đầu thanh toán'; sản_phẩm='Dầu gội phục hồi'; thương_hiệu='PureLeaf'; từ_khóa='trị mụn'
487,132,Email,2025-03-05 05:53:41,Phản hồi trải nghiệm sau khi mua
488,132,Chat,2024-10-12 06:03:28,Hỏi tình trạng da và gợi ý routine
489,133,Web,2024-07-20 08:57:29,hành_động='Thêm vào giỏ hàng'; sản_phẩm='Kem dưỡng ẩm ban đêm'; thương_hiệu='AquaSkin'; từ_khóa='da nhạy cảm'
